,TEAM,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,playoffs_binary,CONF_A10,CONF_ACC,CONF_AE,CONF_ASun,CONF_Amer,CONF_B10,CONF_B12,CONF_BE,CONF_BSky,CONF_BSth,CONF_BW,CONF_CAA,CONF_CUSA,CONF_Horz,CONF_Ivy,CONF_MAAC,CONF_MAC,CONF_MEAC,CONF_MVC,CONF_MWC,CONF_NEC,CONF_OVC,CONF_P12,CONF_Pat,CONF_SB,CONF_SC,CONF_SEC,CONF_SWAC,CONF_Slnd,CONF_Sum,CONF_WAC,CONF_WCC,CONF_ind,OpEx,OpRev
93,Memphis 2022,112.4,92.6,52.3,,22.5,20.4,37.4,30.9,37.8,33.2,51.9,45.5,35.5,32.0,70.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13735824,10602208
94,Virginia Tech 2022,115.6,95.2,55.1,,17.0,18.7,27.8,26.2,24.5,25.6,52.6,49.3,39.2,32.3,63.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9095324,13799621
95,Michigan 2022,113.9,96.2,52.1,,17.3,14.7,31.0,24.0,29.4,25.6,52.7,50.4,33.9,32.4,66.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10733046,21141253
96,Rutgers 2022,106.6,96.3,49.9,,17.3,17.8,29.6,27.0,26.2,28.6,49.4,47.1,33.9,33.9,65.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10544732,4660552
97,Indiana 2022,107.7,91.6,50.6,,17.2,17.6,27.0,25.1,33.5,30.7,50.9,43.9,33.3,33.0,67.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15994596,25955324
98,Wyoming 2022,107.9,97.3,52.3,,17.1,15.7,25.5,24.6,37.1,24.8,54.4,48.4,33.0,30.1,65.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3763184,3194202
99,Akron 2022,105.5,101.7,52.5,,17.7,17.5,29.0,26.4,39.3,26.1,52.2,47.4,35.3,34.8,61.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607362,371234
100,Oklahoma 2022,110.6,94.1,54.8,,22.0,20.3,25.7,26.2,27.4,26.4,56.7,50.3,34.7,31.8,65.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11376646,13659156
101,Texas A&M 2022,109.2,93.3,49.6,,18.9,23.7,33.5,33.2,35.7,33.3,50.1,47.9,32.4,31.1,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13524047,12877528
102,North Texas 2022,104.6,92.3,51.4,,18.7,19.5,31.7,25.1,37.7,32.8,49.7,47.6,35.8,28.8,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3511209,610048
103,Florida 2022,109.8,97.0,49.6,,18.5,21.8,31.5,32.5,33.8,30.3,53.1,49.9,30.3,32.2,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8815741,12909681
104,West Virginia 2022,108.6,96.1,46.8,,18.2,22.5,30.0,33.6,36.1,34.1,45.7,51.7,32.8,32.4,67.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966160,15080398
105,Virginia 2022,107.4,95.1,49.7,,16.1,18.3,27.8,28.8,28.1,23.3,50.3,47.9,32.3,33.6,59.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12255419,14625549
106,Old Dominion 2022,99.6,101.9,46.9,,18.4,17.1,32.3,27.3,34.3,29.4,48.1,48.4,29.0,34.2,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403413,1591045
107,Clemson 2022,109.4,98.3,52.4,,16.4,16.9,25.8,24.1,29.8,29.1,51.2,49.4,36.3,33.4,66.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8666004,9361979
108,Oregon 2022,109.6,98.7,51.1,,17.1,19.2,29.9,31.1,29.7,29.1,51.6,50.2,33.5,32.4,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10969891,11779409
109,Maryland 2022,108.7,99.4,49.4,,16.8,16.1,27.2,27.6,33.9,24.6,49.7,48.2,32.6,35.5,66.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16352454,13043625
110,Colorado 2022,105.4,96.4,50.4,,19.7,17.5,29.9,24.4,34.7,27.0,48.1,47.2,36.6,33.1,67.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7945015,9449462
111,UNLV 2022,107.0,97.9,49.1,,17.0,17.2,27.1,25.9,30.7,30.8,48.6,48.8,33.2,31.9,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5088663,8591089
112,Cincinnati 2022,104.4,96.9,46.9,,15.2,17.9,30.1,29.6,29.6,34.5,46.7,44.2,31.4,31.2,67.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6619359,4491771
113,Middle Tennessee 2022,105.8,98.2,51.4,,18.9,20.3,30.0,29.2,34.2,36.5,52.7,47.6,33.1,31.0,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269442,3269442
114,UCF 2022,106.3,98.7,49.9,,19.1,20.7,30.8,30.8,28.5,29.8,47.9,50.0,35.0,31.2,67.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4872801,6008970
115,Toledo 2022,109.2,101.8,53.0,,14.7,15.3,30.4,27.4,28.0,22.9,53.1,47.6,35.2,31.2,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823819,750996
116,Louisiana Tech 2022,104.4,97.7,51.9,,16.9,19.3,26.1,28.1,31.1,28.1,52.5,47.4,34.0,33.0,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624542,2698974
117,South Carolina 2022,100.1,94.2,47.3,,21.4,21.5,33.6,32.1,29.2,41.6,47.4,46.9,31.3,32.0,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11792522,12604227
118,Washington 2022,104.4,98.4,46.4,,16.7,22.1,29.3,35.6,34.7,30.1,46.2,49.8,31.2,33.5,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10529645,12208056
119,Minnesota 2022,106.1,100.8,50.7,,14.0,15.8,17.7,27.5,23.6,23.3,48.0,51.6,36.8,33.7,65.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8113503,17667197
120,Nebraska 2022,106.5,101.4,50.3,,17.1,18.3,20.6,31.4,33.3,29.4,51.8,51.2,32.0,34.7,71.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10715451,17052987
121,Louisville 2022,103.0,98.3,48.8,,18.0,16.3,27.3,24.9,25.1,30.0,50.5,49.1,30.9,34.9,67.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21853485,35444073
122,Utah 2022,106.6,102.2,48.4,,18.1,15.2,29.3,29.2,30.0,28.6,47.3,49.4,33.5,32.9,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10514959,11928174
123,Nevada 2022,105.8,101.7,50.6,,18.4,18.3,24.5,26.1,32.0,29.7,51.3,51.2,33.0,35.9,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4978557,6485159
124,Western Kentucky 2022,105.5,101.5,52.8,,17.6,19.9,25.1,30.4,31.3,16.5,52.1,48.6,35.9,35.6,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309744,3309744
125,California 2022,100.0,97.2,46.9,,17.1,14.7,25.5,23.4,25.3,31.5,47.2,48.1,30.8,30.9,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7532218,8487064
126,Georgia Tech 2022,100.5,97.8,49.6,,18.9,18.8,25.0,28.1,25.0,31.5,48.6,51.4,34.4,32.1,68.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8210052,12607130
127,Buffalo 2022,105.7,103.7,51.6,,18.6,15.8,37.0,27.9,25.6,29.4,51.6,48.3,34.4,31.9,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024889,3024890
